Squeezing [dB],X,P,Bipartition ID,Bipartition 1,Bipartition 2
3.010299956639812,n_x_0+n_x_2,n_p_0-n_p_6,47,"[5, 6]","[1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0+n_x_2,n_p_0-n_p_6,55,"[4, 5, 6]","[1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0-n_x_2,n_p_0-n_p_6,66,"[1, 2, 7]","[3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
5.228787452803376,n_x_0+n_x_2,n_p_0-n_p_6-n_p_7,31,[6],"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,70,"[1, 2, 3, 7]","[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0-n_x_1,n_p_0-n_p_4+n_p_19,25,"[2, 4, 5]","[1, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0+n_x_6,n_p_0-n_p_4-n_p_7,33,"[2, 6]","[1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0+n_x_6,n_p_0+n_p_4-n_p_7,32,"[1, 6]","[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,74,"[1, 2, 4, 7]","[3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0+n_p_6,75,"[3, 4, 7]","[1, 2, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,76,"[1, 3, 4, 7]","[2, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,77,"[2, 3, 4, 7]","[1, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,78,"[1, 2, 3, 4, 7]","[5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0-n_x_1,n_p_0+n_p_4-n_p_19,36,"[1, 3, 6]","[2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
4.559319556497244,n_x_0-n_x_1,n_p_0-n_p_8-n_p_19,35,"[3, 6]","[1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
4.559319556497244,n_x_0-n_x_1,n_p_0+n_p_8+n_p_19,39,"[4, 6]","[1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,82,"[1, 2, 5, 7]","[3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.467874862246563,n_x_0-n_x_8,n_p_0-n_p_1+n_p_11,37,"[2, 3, 6]","[1, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,84,"[1, 3, 5, 7]","[2, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,85,"[2, 3, 5, 7]","[1, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,86,"[1, 2, 3, 5, 7]","[4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.467874862246563,n_x_0+n_x_8,n_p_0-n_p_1+n_p_11,40,"[1, 4, 6]","[2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,88,"[1, 4, 5, 7]","[2, 3, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,89,"[2, 4, 5, 7]","[1, 3, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,90,"[1, 2, 4, 5, 7]","[3, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,91,"[3, 4, 5, 7]","[1, 2, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,92,"[1, 3, 4, 5, 7]","[2, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,93,"[2, 3, 4, 5, 7]","[1, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,94,"[1, 2, 3, 4, 5, 7]","[6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0-n_x_1,n_p_0-n_p_4+n_p_19,41,"[2, 4, 6]","[1, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
4.559319556497244,n_x_0+n_x_1,n_p_0-n_p_7-n_p_20,64,"[1, 7]","[2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
5.228787452803376,n_x_0+n_x_1,n_p_0+n_p_6-n_p_7,63,[7],"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,98,"[1, 2, 6, 7]","[3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
4.559319556497244,n_x_0+n_x_1,n_p_0-n_p_7-n_p_20,65,"[2, 7]","[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,100,"[1, 3, 6, 7]","[2, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,101,"[2, 3, 6, 7]","[1, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,102,"[1, 2, 3, 6, 7]","[4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0-n_x_6,n_p_0+n_p_3-n_p_7,67,"[3, 7]","[1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,104,"[1, 4, 6, 7]","[2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,105,"[2, 4, 6, 7]","[1, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,106,"[1, 2, 4, 6, 7]","[3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,107,"[3, 4, 6, 7]","[1, 2, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,108,"[1, 3, 4, 6, 7]","[2, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,109,"[2, 3, 4, 6, 7]","[1, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,110,"[1, 2, 3, 4, 6, 7]","[5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0-n_x_2,n_p_0+n_p_3-n_p_19,68,"[1, 3, 7]","[2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,112,"[1, 5, 6, 7]","[2, 3, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,113,"[2, 5, 6, 7]","[1, 3, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,114,"[1, 2, 5, 6, 7]","[3, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,115,"[3, 5, 6, 7]","[1, 2, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,116,"[1, 3, 5, 6, 7]","[2, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,117,"[2, 3, 5, 6, 7]","[1, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,118,"[1, 2, 3, 5, 6, 7]","[4, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,119,"[4, 5, 6, 7]","[1, 2, 3, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,120,"[1, 4, 5, 6, 7]","[2, 3, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,121,"[2, 4, 5, 6, 7]","[1, 3, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,122,"[1, 2, 4, 5, 6, 7]","[3, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,123,"[3, 4, 5, 6, 7]","[1, 2, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,124,"[1, 3, 4, 5, 6, 7]","[2, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,125,"[2, 3, 4, 5, 6, 7]","[1, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
0.5799194697768675,n_x_0,n_p_0,126,"[1, 2, 3, 4, 5, 6, 7]","[8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0+n_x_2,n_p_0-n_p_6,111,"[5, 6, 7]","[1, 2, 3, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.467874862246563,n_x_0-n_x_8,n_p_0-n_p_2-n_p_12,69,"[2, 3, 7]","[1, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.467874862246563,n_x_0+n_x_8,n_p_0-n_p_2-n_p_12,72,"[1, 4, 7]","[2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0+n_x_1,n_p_0+n_p_4-n_p_20,80,"[1, 5, 7]","[2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0-n_x_6,n_p_0+n_p_3-n_p_7,71,"[4, 7]","[1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0+n_x_2,n_p_0+n_p_3-n_p_20,87,"[4, 5, 7]","[1, 2, 3, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0+n_x_2,n_p_0+n_p_3-n_p_20,83,"[3, 5, 7]","[1, 2, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,134,"[1, 2, 3, 8]","[4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0-n_x_2,n_p_0+n_p_3+n_p_19,73,"[2, 4, 7]","[1, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0-n_x_7,n_p_0+n_p_1+n_p_2,95,"[6, 7]","[1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0+n_x_1,n_p_0-n_p_4-n_p_20,81,"[2, 5, 7]","[1, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,138,"[1, 2, 4, 8]","[3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0+n_p_6,139,"[3, 4, 8]","[1, 2, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,140,"[1, 3, 4, 8]","[2, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,141,"[2, 3, 4, 8]","[1, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,142,"[1, 2, 3, 4, 8]","[5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0-n_x_2,n_p_0-n_p_6,130,"[1, 2, 8]","[3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0+n_x_20,n_p_0+n_p_1+n_p_2,79,"[5, 7]","[1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.467874862246563,n_x_0-n_x_7,n_p_0+n_p_1-n_p_11,97,"[2, 6, 7]","[1, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,146,"[1, 2, 5, 8]","[3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.467874862246563,n_x_0-n_x_7,n_p_0+n_p_2+n_p_12,99,"[3, 6, 7]","[1, 2, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,148,"[1, 3, 5, 8]","[2, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,149,"[2, 3, 5, 8]","[1, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,150,"[1, 2, 3, 5, 8]","[4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.467874862246563,n_x_0-n_x_7,n_p_0+n_p_1-n_p_11,96,"[1, 6, 7]","[2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,152,"[1, 4, 5, 8]","[2, 3, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,153,"[2, 4, 5, 8]","[1, 3, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,154,"[1, 2, 4, 5, 8]","[3, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,155,"[3, 4, 5, 8]","[1, 2, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,156,"[1, 3, 4, 5, 8]","[2, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,157,"[2, 3, 4, 5, 8]","[1, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,158,"[1, 2, 3, 4, 5, 8]","[6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.467874862246563,n_x_0-n_x_7,n_p_0+n_p_2+n_p_12,103,"[4, 6, 7]","[1, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
4.559319556497244,n_x_0+n_x_1,n_p_0+n_p_7+n_p_20,129,"[2, 8]","[1, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
4.559319556497244,n_x_0+n_x_1,n_p_0+n_p_7+n_p_20,128,"[1, 8]","[2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,162,"[1, 2, 6, 8]","[3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
5.228787452803376,n_x_0+n_x_1,n_p_0+n_p_6+n_p_7,127,[8],"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,164,"[1, 3, 6, 8]","[2, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,165,"[2, 3, 6, 8]","[1, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,166,"[1, 2, 3, 6, 8]","[4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0-n_x_6,n_p_0-n_p_3+n_p_7,131,"[3, 8]","[1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,168,"[1, 4, 6, 8]","[2, 3, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,169,"[2, 4, 6, 8]","[1, 3, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,170,"[1, 2, 4, 6, 8]","[3, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,171,"[3, 4, 6, 8]","[1, 2, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,172,"[1, 3, 4, 6, 8]","[2, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,173,"[2, 3, 4, 6, 8]","[1, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,174,"[1, 2, 3, 4, 6, 8]","[5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0-n_x_2,n_p_0-n_p_3+n_p_19,137,"[2, 4, 8]","[1, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,176,"[1, 5, 6, 8]","[2, 3, 4, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,177,"[2, 5, 6, 8]","[1, 3, 4, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,178,"[1, 2, 5, 6, 8]","[3, 4, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,179,"[3, 5, 6, 8]","[1, 2, 4, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,180,"[1, 3, 5, 6, 8]","[2, 4, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,181,"[2, 3, 5, 6, 8]","[1, 4, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,182,"[1, 2, 3, 5, 6, 8]","[4, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,183,"[4, 5, 6, 8]","[1, 2, 3, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,184,"[1, 4, 5, 6, 8]","[2, 3, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,185,"[2, 4, 5, 6, 8]","[1, 3, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,186,"[1, 2, 4, 5, 6, 8]","[3, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,187,"[3, 4, 5, 6, 8]","[1, 2, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,188,"[1, 3, 4, 5, 6, 8]","[2, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,189,"[2, 3, 4, 5, 6, 8]","[1, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
0.5799194697768675,n_x_0,n_p_0,190,"[1, 2, 3, 4, 5, 6, 8]","[7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400086720376,n_x_0-n_x_2,n_p_0-n_p_3-n_p_19,132,"[1, 3, 8]","[2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.467874862246563,n_x_0+n_x_8,n_p_0-n_p_2-n_p_12,136,"[1, 4, 8]","[2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.467874862246563,n_x_0-n_x_8,n_p_0-n_p_2-n_p_12,133,"[2, 3, 8]","[1, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,194,"[1, 2, 7, 8]","[3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0+n_p_6,195,"[3, 7, 8]","[1, 2, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,196,"[1, 3, 7, 8]","[2, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,197,"[2, 3, 7, 8]","[1, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,198,"[1, 2, 3, 7, 8]","[4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0+n_p_6,199,"[4, 7, 8]","[1, 2, 3, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,200,"[1, 4, 7, 8]","[2, 3, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,201,"[2, 4, 7, 8]","[1, 3, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,202,"[1, 2, 4, 7, 8]","[3, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,203,"[3, 4, 7, 8]","[1, 2, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,204,"[1, 3, 4, 7, 8]","[2, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,205,"[2, 3, 4, 7, 8]","[1, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,206,"[1, 2, 3, 4, 7, 8]","[5, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
3.467874862246563,n_x_0+n_x_7,n_p_0+n_p_1-n_p_11,144,"[1, 5, 8]","[2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,208,"[1, 5, 7, 8]","[2, 3, 4, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,209,"[2, 5, 7, 8]","[1, 3, 4, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,210,"[1, 2, 5, 7, 8]","[3, 4, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,211,"[3, 5, 7, 8]","[1, 2, 4, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,212,"[1, 3, 5, 7, 8]","[2, 4, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,213,"[2, 3, 5, 7, 8]","[1, 4, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,214,"[1, 2, 3, 5, 7, 8]","[4, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,215,"[4, 5, 7, 8]","[1, 2, 3, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,216,"[1, 4, 5, 7, 8]","[2, 3, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,217,"[2, 4, 5, 7, 8]","[1, 3, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,218,"[1, 2, 4, 5, 7, 8]","[3, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,219,"[3, 4, 5, 7, 8]","[1, 2, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,220,"[1, 3, 4, 5, 7, 8]","[2, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,221,"[2, 3, 4, 5, 7, 8]","[1, 6, 9, 10, 11, 12, 13, 14, 15, 16]"
0.5799194697768675,n_x_0,n_p_0,222,"[1, 2, 3, 4, 5, 7, 8]","[6, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0+n_x_2,n_p_0-n_p_6,175,"[5, 6, 8]","[1, 2, 3, 4, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,224,"[1, 6, 7, 8]","[2, 3, 4, 5, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,225,"[2, 6, 7, 8]","[1, 3, 4, 5, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,226,"[1, 2, 6, 7, 8]","[3, 4, 5, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,227,"[3, 6, 7, 8]","[1, 2, 4, 5, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,228,"[1, 3, 6, 7, 8]","[2, 4, 5, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,229,"[2, 3, 6, 7, 8]","[1, 4, 5, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,230,"[1, 2, 3, 6, 7, 8]","[4, 5, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,231,"[4, 6, 7, 8]","[1, 2, 3, 5, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,232,"[1, 4, 6, 7, 8]","[2, 3, 5, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,233,"[2, 4, 6, 7, 8]","[1, 3, 5, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,234,"[1, 2, 4, 6, 7, 8]","[3, 5, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,235,"[3, 4, 6, 7, 8]","[1, 2, 5, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,236,"[1, 3, 4, 6, 7, 8]","[2, 5, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,237,"[2, 3, 4, 6, 7, 8]","[1, 5, 9, 10, 11, 12, 13, 14, 15, 16]"
0.5799194697768675,n_x_0,n_p_0,238,"[1, 2, 3, 4, 6, 7, 8]","[5, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299956639812,n_x_0,n_p_0,239,"[5, 6, 7, 8]","[1, 2, 3, 4, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,240,"[1, 5, 6, 7, 8]","[2, 3, 4, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199826559248,n_x_0,n_p_0,241,"[2, 5, 6, 7, 8]","[1, 3, 4, 9, 10, 11, 12, 13, 14, 15, 16]"
1.2493873660829993,n_x_0,n_p_0,242,"[1, 2, 5, 6, 7, 8]","[3, 4, 9, 10, 11, 12, 13, 14, 15, 16]"
