Squeezing [dB],X,P,Bipartition ID,Bipartition 1,Bipartition 2
3.010299957,n_x_0-n_x_2,n_p_0-n_p_6,2,"[1, 2]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0-n_x_1-n_x_2,n_p_0-n_p_19,4,"[1, 3]","[2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0-n_x_2,n_p_0-n_p_6,6,"[1, 2, 3]","[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0-n_x_1-n_x_2,n_p_0-n_p_8,5,"[2, 3]","[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_0-n_p_8,21,"[2, 3, 5]","[1, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0-n_x_1-n_x_2,n_p_0+n_p_19,9,"[2, 4]","[1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0-n_x_1-n_x_2,n_p_0+n_p_8,8,"[1, 4]","[2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0-n_x_1,n_p_0+n_p_6,11,"[3, 4]","[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0-n_x_2,n_p_0-n_p_6,10,"[1, 2, 4]","[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0-n_x_1,n_p_0+n_p_6,12,"[1, 3, 4]","[2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0+n_x_4-n_x_7,n_p_0-n_p_6,32,"[1, 6]","[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0-n_x_1,n_p_0+n_p_6,13,"[2, 3, 4]","[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_0-n_p_19,36,"[1, 3, 6]","[2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,14,"[1, 2, 3, 4]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0+n_x_4+n_x_7,n_p_0-n_p_6,16,"[1, 5]","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0-n_x_4+n_x_7,n_p_0-n_p_6,17,"[2, 5]","[1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_0-n_p_19,20,"[1, 3, 5]","[2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0-n_x_2,n_p_0-n_p_6,18,"[1, 2, 5]","[3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_0+n_p_19,25,"[2, 4, 5]","[1, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,26,"[1, 2, 4, 5]","[3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,22,"[1, 2, 3, 5]","[4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0-n_x_1-n_x_11+n_x_2-n_x_12+n_x_6,n_p_0+n_p_8+n_p_7-n_p_20,23,"[4, 5]","[1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0-n_x_1-n_x_11+n_x_2-n_x_12+n_x_6,n_p_0-n_p_8+n_p_7-n_p_20,19,"[3, 5]","[1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_0+n_p_8,24,"[1, 4, 5]","[2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,29,"[2, 3, 4, 5]","[1, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0-n_x_1,n_p_0+n_p_6,27,"[3, 4, 5]","[1, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,44,"[1, 3, 4, 6]","[2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,28,"[1, 3, 4, 5]","[2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,30,"[1, 2, 3, 4, 5]","[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0-n_x_4-n_x_7,n_p_0-n_p_6,33,"[2, 6]","[1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0-n_x_1-n_x_11+n_x_2-n_x_12+n_x_6,n_p_0-n_p_8-n_p_7+n_p_20,35,"[3, 6]","[1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0-n_x_2,n_p_0-n_p_6,34,"[1, 2, 6]","[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,38,"[1, 2, 3, 6]","[4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_0+n_p_19,41,"[2, 4, 6]","[1, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_0-n_p_8,37,"[2, 3, 6]","[1, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0-n_x_1-n_x_11+n_x_2-n_x_12+n_x_6,n_p_0+n_p_8-n_p_7+n_p_20,39,"[4, 6]","[1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0-n_x_1,n_p_0+n_p_8,40,"[1, 4, 6]","[2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,46,"[1, 2, 3, 4, 6]","[5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,42,"[1, 2, 4, 6]","[3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0-n_x_1,n_p_0+n_p_6,43,"[3, 4, 6]","[1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,45,"[2, 3, 4, 6]","[1, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0+n_x_2,n_p_0-n_p_6,47,"[5, 6]","[1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0+n_x_2,n_p_0-n_p_6,48,"[1, 5, 6]","[2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0+n_x_2,n_p_0-n_p_6,49,"[2, 5, 6]","[1, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0+n_x_2,n_p_0-n_p_6,51,"[3, 5, 6]","[1, 2, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,50,"[1, 2, 5, 6]","[3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,52,"[1, 3, 5, 6]","[2, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,54,"[1, 2, 3, 5, 6]","[4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,53,"[2, 3, 5, 6]","[1, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0+n_x_2,n_p_0-n_p_6,55,"[4, 5, 6]","[1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,56,"[1, 4, 5, 6]","[2, 3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0-n_x_1,n_p_0+n_p_6,75,"[3, 4, 7]","[1, 2, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,57,"[2, 4, 5, 6]","[1, 3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,58,"[1, 2, 4, 5, 6]","[3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,59,"[3, 4, 5, 6]","[1, 2, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,60,"[1, 3, 4, 5, 6]","[2, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,61,"[2, 3, 4, 5, 6]","[1, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
1.249387366,n_x_0,n_p_0,62,"[1, 2, 3, 4, 5, 6]","[7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0+n_x_1+n_x_11-n_x_2+n_x_12-n_x_6,n_p_0-n_p_7+n_p_8-n_p_20,64,"[1, 7]","[2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0+n_x_1+n_x_11-n_x_2+n_x_12-n_x_6,n_p_0-n_p_7-n_p_8-n_p_20,65,"[2, 7]","[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0-n_x_2,n_p_0-n_p_6,66,"[1, 2, 7]","[3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0+n_x_3-n_x_7,n_p_0+n_p_6,67,"[3, 7]","[1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,84,"[1, 3, 5, 7]","[2, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0-n_x_2,n_p_0-n_p_19,68,"[1, 3, 7]","[2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0-n_x_2,n_p_0-n_p_8,69,"[2, 3, 7]","[1, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,70,"[1, 2, 3, 7]","[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0+n_x_3-n_x_7,n_p_0+n_p_6,71,"[4, 7]","[1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0-n_x_2,n_p_0+n_p_8,72,"[1, 4, 7]","[2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0-n_x_2,n_p_0+n_p_19,73,"[2, 4, 7]","[1, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,74,"[1, 2, 4, 7]","[3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,76,"[1, 3, 4, 7]","[2, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,77,"[2, 3, 4, 7]","[1, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,78,"[1, 2, 3, 4, 7]","[5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0+n_x_1+n_x_2,n_p_0-n_p_20,79,"[5, 7]","[1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,82,"[1, 2, 5, 7]","[3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0-n_p_20,80,"[1, 5, 7]","[2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0-n_p_20,81,"[2, 5, 7]","[1, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0-n_p_20,83,"[3, 5, 7]","[1, 2, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,85,"[2, 3, 5, 7]","[1, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,86,"[1, 2, 3, 5, 7]","[4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,102,"[1, 2, 3, 6, 7]","[4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0-n_p_20,87,"[4, 5, 7]","[1, 2, 3, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,88,"[1, 4, 5, 7]","[2, 3, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,89,"[2, 4, 5, 7]","[1, 3, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,90,"[1, 2, 4, 5, 7]","[3, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,91,"[3, 4, 5, 7]","[1, 2, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,108,"[1, 3, 4, 6, 7]","[2, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,92,"[1, 3, 4, 5, 7]","[2, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,93,"[2, 3, 4, 5, 7]","[1, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0+n_x_1+n_x_2,n_p_0-n_p_7,95,"[6, 7]","[1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
1.249387366,n_x_0,n_p_0,94,"[1, 2, 3, 4, 5, 7]","[6, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0-n_p_7,96,"[1, 6, 7]","[2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0-n_p_7,97,"[2, 6, 7]","[1, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,98,"[1, 2, 6, 7]","[3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0-n_p_7,99,"[3, 6, 7]","[1, 2, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,100,"[1, 3, 6, 7]","[2, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0-n_p_7,103,"[4, 6, 7]","[1, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,113,"[2, 5, 6, 7]","[1, 3, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,101,"[2, 3, 6, 7]","[1, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,104,"[1, 4, 6, 7]","[2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,106,"[1, 2, 4, 6, 7]","[3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,105,"[2, 4, 6, 7]","[1, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,109,"[2, 3, 4, 6, 7]","[1, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
1.249387366,n_x_0,n_p_0,125,"[2, 3, 4, 5, 6, 7]","[1, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,107,"[3, 4, 6, 7]","[1, 2, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,114,"[1, 2, 5, 6, 7]","[3, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
1.249387366,n_x_0,n_p_0,110,"[1, 2, 3, 4, 6, 7]","[5, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,112,"[1, 5, 6, 7]","[2, 3, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0+n_x_2,n_p_0-n_p_6,111,"[5, 6, 7]","[1, 2, 3, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,115,"[3, 5, 6, 7]","[1, 2, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,116,"[1, 3, 5, 6, 7]","[2, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
1.249387366,n_x_0,n_p_0,118,"[1, 2, 3, 5, 6, 7]","[4, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,117,"[2, 3, 5, 6, 7]","[1, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,119,"[4, 5, 6, 7]","[1, 2, 3, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,120,"[1, 4, 5, 6, 7]","[2, 3, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,121,"[2, 4, 5, 6, 7]","[1, 3, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,123,"[3, 4, 5, 6, 7]","[1, 2, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
1.249387366,n_x_0,n_p_0,122,"[1, 2, 4, 5, 6, 7]","[3, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
1.249387366,n_x_0,n_p_0,124,"[1, 3, 4, 5, 6, 7]","[2, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
0.57991947,n_x_0,n_p_0,126,"[1, 2, 3, 4, 5, 6, 7]","[8, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0+n_x_1+n_x_11-n_x_2+n_x_12-n_x_6,n_p_0+n_p_7+n_p_8+n_p_20,128,"[1, 8]","[2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_7,144,"[1, 5, 8]","[2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0+n_x_1+n_x_11-n_x_2+n_x_12-n_x_6,n_p_0+n_p_7-n_p_8+n_p_20,129,"[2, 8]","[1, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0-n_x_3+n_x_7,n_p_0+n_p_6,131,"[3, 8]","[1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0-n_x_2,n_p_0-n_p_6,130,"[1, 2, 8]","[3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0-n_x_2,n_p_0-n_p_19,132,"[1, 3, 8]","[2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,149,"[2, 3, 5, 8]","[1, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_7,147,"[3, 5, 8]","[1, 2, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0-n_x_2,n_p_0-n_p_8,133,"[2, 3, 8]","[1, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_7,151,"[4, 5, 8]","[1, 2, 3, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0-n_x_3+n_x_7,n_p_0+n_p_6,135,"[4, 8]","[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,134,"[1, 2, 3, 8]","[4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0-n_x_2,n_p_0+n_p_8,136,"[1, 4, 8]","[2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0-n_x_2,n_p_0+n_p_19,137,"[2, 4, 8]","[1, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,138,"[1, 2, 4, 8]","[3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0-n_x_1,n_p_0+n_p_6,139,"[3, 4, 8]","[1, 2, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,140,"[1, 3, 4, 8]","[2, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,148,"[1, 3, 5, 8]","[2, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,141,"[2, 3, 4, 8]","[1, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_20,160,"[1, 6, 8]","[2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,142,"[1, 2, 3, 4, 8]","[5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0+n_x_1+n_x_2,n_p_0+n_p_7,143,"[5, 8]","[1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_7,145,"[2, 5, 8]","[1, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,146,"[1, 2, 5, 8]","[3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,150,"[1, 2, 3, 5, 8]","[4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,153,"[2, 4, 5, 8]","[1, 3, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,152,"[1, 4, 5, 8]","[2, 3, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,154,"[1, 2, 4, 5, 8]","[3, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,155,"[3, 4, 5, 8]","[1, 2, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
1.249387366,n_x_0,n_p_0,158,"[1, 2, 3, 4, 5, 8]","[6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,156,"[1, 3, 4, 5, 8]","[2, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,157,"[2, 3, 4, 5, 8]","[1, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.979400087,n_x_0+n_x_1+n_x_2,n_p_0+n_p_20,159,"[6, 8]","[1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_1,n_p_0+n_p_20,161,"[2, 6, 8]","[1, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,162,"[1, 2, 6, 8]","[3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_20,163,"[3, 6, 8]","[1, 2, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,164,"[1, 3, 6, 8]","[2, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,165,"[2, 3, 6, 8]","[1, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,166,"[1, 2, 3, 6, 8]","[4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.590219426,n_x_0+n_x_2,n_p_0+n_p_20,167,"[4, 6, 8]","[1, 2, 3, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,168,"[1, 4, 6, 8]","[2, 3, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,184,"[1, 4, 5, 6, 8]","[2, 3, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,169,"[2, 4, 6, 8]","[1, 3, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,170,"[1, 2, 4, 6, 8]","[3, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,171,"[3, 4, 6, 8]","[1, 2, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,172,"[1, 3, 4, 6, 8]","[2, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,173,"[2, 3, 4, 6, 8]","[1, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0+n_x_2,n_p_0-n_p_6,175,"[5, 6, 8]","[1, 2, 3, 4, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
1.249387366,n_x_0,n_p_0,174,"[1, 2, 3, 4, 6, 8]","[5, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,176,"[1, 5, 6, 8]","[2, 3, 4, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
1.249387366,n_x_0,n_p_0,186,"[1, 2, 4, 5, 6, 8]","[3, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,177,"[2, 5, 6, 8]","[1, 3, 4, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,178,"[1, 2, 5, 6, 8]","[3, 4, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
3.010299957,n_x_0,n_p_0,179,"[3, 5, 6, 8]","[1, 2, 4, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
2.041199827,n_x_0,n_p_0,180,"[1, 3, 5, 6, 8]","[2, 4, 7, 9, 10, 11, 12, 13, 14, 15, 16]"
